,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2425,Lecce,Medon Berisha,ALB,MF,20,2003,8.0,0,24,6,25.0,3.02,0.75,0.0,0.0,26.7,2,0,0,0.7,0.7,0.03,-0.7,-0.7
ITA-Serie A,2425,Lecce,Mohamed Kaba,FRA,MF,22,2001,5.0,0,4,0,0.0,0.8,0.0,0.0,,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Lecce,Nicola Sansone,ITA,"MF,FW",32,1991,0.7,0,3,1,33.3,4.15,1.38,0.0,0.0,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2
ITA-Serie A,2425,Lecce,Nikola Krstović,MNE,FW,24,2000,34.0,11,134,38,28.4,3.95,1.12,0.07,0.24,18.8,6,2,3,12.1,9.7,0.07,-1.1,-0.7
ITA-Serie A,2425,Lecce,Patrick Dorgu,DEN,"DF,FW",19,2004,20.4,3,36,10,27.8,1.76,0.49,0.08,0.3,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,20,2004,0.3,0,1,0,0.0,3.21,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,2425,Lecce,Remi Oudin,FRA,"MF,FW",27,1996,3.3,0,3,1,33.3,0.9,0.3,0.0,0.0,28.0,2,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Lecce,Santiago Pierotti,ARG,FW,23,2001,21.5,4,32,7,21.9,1.49,0.33,0.13,0.57,15.1,0,0,0,3.1,3.1,0.1,0.9,0.9
ITA-Serie A,2425,Lecce,Tete Morente,ESP,"FW,MF",27,1996,22.5,3,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,0.1,0.1
ITA-Serie A,2425,Lecce,Tiago Gabriel,POR,DF,19,2004,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000,2.0,0,2,0,0.0,1.0,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,28,1996,20.1,1,17,6,35.3,0.85,0.3,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,12.8,0,16,5,31.3,1.25,0.39,0.0,0.0,20.8,5,0,0,1.2,1.2,0.08,-1.2,-1.2
ITA-Serie A,2425,Milan,Alejandro Jiménez,ESP,"DF,FW",19,2005,14.1,0,15,5,33.3,1.07,0.36,0.0,0.0,22.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8
ITA-Serie A,2425,Milan,Alessandro Florenzi,ITA,FW,33,1991,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,BEL,"DF,FW",25,1999,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,MF,20,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Christian Pulisic,USA,"FW,MF",25,1998,27.5,11,53,20,37.7,1.92,0.73,0.15,0.4,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9
ITA-Serie A,2425,Milan,Davide Bartesaghi,ITA,DF,18,2005,1.3,0,1,1,100.0,0.76,0.76,0.0,0.0,24.6,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2425,Milan,Davide Calabria,ITA,DF,27,1996,3.5,0,2,0,0.0,0.57,0.0,0.0,,16.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3
ITA-Serie A,2425,Milan,Emerson,BRA,DF,25,1999,15.3,0,10,2,20.0,0.65,0.13,0.0,0.0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,2425,Milan,Fikayo Tomori,ENG,DF,26,1997,17.7,0,2,0,0.0,0.11,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2425,Milan,Francesco Camarda,ITA,"FW,MF",16,2008,2.3,0,8,1,12.5,3.5,0.44,0.0,0.0,14.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
ITA-Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,26,1997,3.3,0,3,2,66.7,0.9,0.6,0.0,0.0,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Milan,João Félix,POR,MF,24,1999,8.4,2,29,8,27.6,3.43,0.95,0.07,0.25,17.9,1,0,0,2.7,2.7,0.09,-0.7,-0.7
ITA-Serie A,2425,Milan,Kevin Zeroli,ITA,MF,19,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990,7.3,0,2,0,0.0,0.27,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2425,Milan,Luka Jović,SRB,"FW,MF",26,1997,6.2,2,11,4,36.4,1.78,0.65,0.18,0.5,12.6,0,0,0,2.4,2.4,0.22,-0.4,-0.4
ITA-Serie A,2425,Milan,Malick Thiaw,GER,DF,22,2001,20.1,0,7,0,0.0,0.35,0.0,0.0,,9.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Matteo Gabbia,ITA,DF,24,1999,23.9,2,14,4,28.6,0.59,0.17,0.14,0.5,11.3,0,0,0,1.1,1.1,0.08,0.9,0.9
ITA-Serie A,2425,Milan,Mattia Liberali,ITA,MF,17,2007,0.7,0,2,0,0.0,2.95,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,36.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Noah Okafor,SUI,FW,24,2000,4.6,1,13,7,53.8,2.83,1.52,0.08,0.14,14.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5
ITA-Serie A,2425,Milan,Rafael Leão,POR,FW,25,1999,25.8,8,66,29,43.9,2.56,1.12,0.12,0.28,16.6,0,0,0,7.6,7.6,0.11,0.4,0.4
ITA-Serie A,2425,Milan,Riccardo Sottil,ITA,"FW,MF",25,1999,1.4,0,2,0,0.0,1.46,0.0,0.0,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,11.5,0,9,2,22.2,0.78,0.17,0.0,0.0,16.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"FW,MF",25,1999,10.3,3,32,8,25.0,3.11,0.78,0.09,0.38,19.5,0,0,0,2.7,2.7,0.08,0.3,0.3
ITA-Serie A,2425,Milan,Santiago Giménez,MEX,FW,23,2001,7.4,5,22,9,40.9,2.96,1.21,0.23,0.56,13.5,0,0,1,4.8,4.0,0.18,0.2,1.0
ITA-Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,23,2001,20.7,2,17,8,47.1,0.82,0.39,0.12,0.25,15.7,1,0,0,1.8,1.8,0.11,0.2,0.2
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26,1997,13.1,3,26,11,42.3,1.98,0.84,0.08,0.18,13.4,0,1,2,7.1,5.4,0.21,-4.1,-3.4
ITA-Serie A,2425,Milan,Theo Hernández,FRA,DF,26,1997,30.0,4,43,14,32.6,1.44,0.47,0.09,0.29,22.4,3,0,1,2.7,1.9,0.04,1.3,2.1
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,20.0,2,0,0,7.5,7.5,0.1,2.5,2.5
ITA-Serie A,2425,Milan,Warren Bondo,FRA,MF,20,2003,1.8,0,1,1,100.0,0.56,0.56,0.0,0.0,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2425,Milan,Youssouf Fofana,FRA,MF,25,1999,27.8,1,36,5,13.9,1.29,0.18,0.03,0.2,26.2,0,0,0,1.3,1.3,0.04,-0.3,-0.3
ITA-Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",21,2002,17.5,0,22,5,22.7,1.26,0.29,0.0,0.0,19.5,0,0,0,1.9,1.9,0.09,-1.9,-1.9
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,12.2,5,27,10,37.0,2.21,0.82,0.19,0.5,11.3,0,0,0,3.9,3.9,0.15,1.1,1.1
ITA-Serie A,2425,Monza,Alessandro Bianco,ITA,MF,21,2002,28.9,1,26,6,23.1,0.9,0.21,0.04,0.17,23.7,0,0,0,1.3,1.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Monza,Andrea Carboni,ITA,DF,23,2001,24.3,0,8,1,12.5,0.33,0.04,0.0,0.0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995,3.7,0,4,0,0.0,1.07,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2425,Monza,Armando Izzo,ITA,DF,32,1992,27.1,1,6,2,33.3,0.22,0.07,0.17,0.5,13.7,0,0,0,0.4,0.4,0.07,0.6,0.6
ITA-Serie A,2425,Monza,Arvid Brorsson,SWE,DF,25,1999,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,14.5,3,39,13,33.3,2.69,0.9,0.08,0.23,19.7,5,0,0,4.8,4.8,0.13,-1.8,-1.8
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,12.2,0,9,4,44.4,0.74,0.33,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2425,Monza,Dany Mota,POR,"FW,MF",26,1998,23.4,5,42,11,26.2,1.8,0.47,0.12,0.45,13.1,0,0,0,5.1,5.1,0.12,-0.1,-0.1
ITA-Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,27,1997,6.6,0,6,0,0.0,0.91,0.0,0.0,,17.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,18.3,3,28,9,32.1,1.53,0.49,0.04,0.11,22.0,2,2,2,4.2,2.6,0.09,-1.2,-1.6
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,DF,28,1996,31.6,2,27,9,33.3,0.85,0.28,0.07,0.22,21.5,4,0,0,0.9,0.9,0.03,1.1,1.1
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,10.7,0,4,2,50.0,0.37,0.19,0.0,0.0,18.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2425,Monza,Kacper Urbanski,POL,MF,19,2004,5.6,0,5,1,20.0,0.9,0.18,0.0,0.0,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Monza,Keita Baldé,SEN,FW,29,1995,7.1,2,14,5,35.7,1.97,0.71,0.14,0.4,15.5,0,0,0,1.1,1.1,0.08,0.9,0.9
ITA-Serie A,2425,Monza,Kevin Martins,ITA,"MF,DF",19,2005,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Kevin Zeroli,ITA,MF,19,2005,4.4,0,6,1,16.7,1.37,0.23,0.0,0.0,13.0,0,0,0,0.8,0.8,0.13,-0.8,-0.8
ITA-Serie A,2425,Monza,Luca Caldirola,ITA,DF,33,1991,9.7,0,4,2,50.0,0.41,0.21,0.0,0.0,19.6,1,0,0,0.3,0.3,0.07,-0.3,-0.3
ITA-Serie A,2425,Monza,Matteo Pessina,ITA,MF,27,1997,9.5,0,3,0,0.0,0.32,0.0,0.0,,24.2,1,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2425,Monza,Mattia Valoti,ITA,MF,30,1993,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34,1990,14.1,4,23,10,43.5,1.63,0.71,0.17,0.4,11.7,0,0,0,2.9,2.9,0.13,1.1,1.1
ITA-Serie A,2425,Monza,Mirko Marić,CRO,"FW,MF",29,1995,1.2,0,1,0,0.0,0.85,0.0,0.0,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
ITA-Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004,2.5,0,5,1,20.0,2.02,0.4,0.0,0.0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,18.1,0,2,0,0.0,0.11,0.0,0.0,,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",29,1995,12.3,1,11,2,18.2,0.89,0.16,0.09,0.5,21.0,0,0,0,0.8,0.8,0.08,0.2,0.2
ITA-Serie A,2425,Monza,Pedro Pereira,POR,DF,26,1998,29.6,1,13,6,46.2,0.44,0.2,0.08,0.17,15.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",30,1994,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,"DF,MF",25,1999,16.3,3,16,10,62.5,0.98,0.61,0.19,0.3,15.4,0,0,0,2.1,2.1,0.13,0.9,0.9
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,5.2,0,4,1,25.0,0.77,0.19,0.0,0.0,13.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,8.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996,3.6,0,4,1,25.0,1.1,0.28,0.0,0.0,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ITA-Serie A,2425,Monza,Stefan Lekovic,SRB,DF,20,2004,4.1,0,3,0,0.0,0.74,0.0,0.0,,15.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Monza,Stefano Sensi,ITA,MF,28,1995,3.0,1,6,1,16.7,1.97,0.33,0.0,0.0,30.6,1,1,1,0.9,0.2,0.03,0.1,-0.2
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,29.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Tomás Palacios,ARG,DF,21,2003,5.0,0,1,0,0.0,0.2,0.0,0.0,,25.8,1,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2425,Monza,Warren Bondo,FRA,MF,20,2003,18.0,0,13,1,7.7,0.72,0.06,0.0,0.0,25.9,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,21.4,1,8,4,50.0,0.37,0.19,0.13,0.25,11.0,0,0,0,0.8,0.8,0.1,0.2,0.2
ITA-Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",25,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,33.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,30,1994,37.8,1,28,3,10.7,0.74,0.08,0.04,0.33,9.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28,1995,31.7,6,44,12,27.3,1.39,0.38,0.14,0.5,16.7,0,0,0,4.4,4.4,0.1,1.6,1.6
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001,13.1,0,9,1,11.1,0.69,0.08,0.0,0.0,22.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000,2.4,0,13,6,46.2,5.42,2.5,0.0,0.0,20.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27,1997,14.3,2,29,7,24.1,2.03,0.49,0.07,0.29,18.1,0,0,0,2.7,2.7,0.09,-0.7,-0.7
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,12.3,6,42,14,33.3,3.43,1.14,0.14,0.43,16.0,2,0,0,4.0,4.0,0.1,2.0,2.0
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,11.4,0,0,0,2.8,2.8,0.15,0.2,0.2
ITA-Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995,4.7,1,13,3,23.1,2.79,0.64,0.08,0.33,16.0,0,0,0,2.6,2.6,0.2,-1.6,-1.6
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991,11.9,0,3,0,0.0,0.25,0.0,0.0,,7.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,0.9,0.6
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",31,1993,16.9,1,12,4,33.3,0.71,0.24,0.08,0.25,17.1,0,0,0,0.7,0.7,0.06,0.3,0.3
ITA-Serie A,2425,Napoli,Mathías Olivera,URU,DF,26,1997,26.3,0,16,2,12.5,0.61,0.08,0.0,0.0,16.5,0,0,0,1.1,1.1,0.07,-1.1,-1.1
ITA-Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,31.2,3,56,14,25.0,1.8,0.45,0.05,0.21,19.5,1,0,0,3.1,3.1,0.06,-0.1,-0.1
ITA-Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,0.4,0,1,0,0.0,2.57,0.0,0.0,,9.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,0.4,0,1,0,0.0,2.25,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995,7.8,0,3,1,33.3,0.38,0.13,0.0,0.0,13.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996,2.2,1,6,3,50.0,2.74,1.37,0.17,0.33,14.5,2,0,0,1.5,1.5,0.27,-0.5,-0.5
ITA-Serie A,2425,Napoli,Rafa Marín,ESP,DF,22,2002,1.6,0,2,1,50.0,1.27,0.63,0.0,0.0,16.6,0,0,0,0.2,0.2,0.11,-0.2,-0.2
ITA-Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,31,1993,31.6,14,60,20,33.3,1.9,0.63,0.18,0.55,14.3,1,3,4,13.0,9.8,0.17,1.0,1.2
ITA-Serie A,2425,Napoli,Scott McTominay,SCO,MF,27,1996,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,15.3,2,0,0,7.4,7.4,0.1,4.6,4.6
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,29,1994,29.3,0,7,0,0.0,0.24,0.0,0.0,,23.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Napoli,Walid Cheddira,MAR,FW,26,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Parma,Adrian Benedyczak,POL,"FW,MF",23,2000,2.4,0,3,0,0.0,1.26,0.0,0.0,,18.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001,16.1,1,27,5,18.5,1.67,0.31,0.04,0.2,26.2,7,0,0,1.3,1.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Parma,Alessandro Circati,AUS,DF,20,2003,6.0,0,2,0,0.0,0.33,0.0,0.0,,7.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25,1998,8.6,0,1,1,100.0,0.12,0.12,0.0,0.0,6.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,FRA,FW,20,2003,28.1,6,61,19,31.1,2.17,0.68,0.07,0.21,16.7,0,2,3,9.4,7.1,0.12,-3.4,-3.1
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,FW",22,2002,13.4,2,6,3,50.0,0.45,0.22,0.33,0.67,19.1,0,0,0,0.8,0.8,0.14,1.2,1.2
ITA-Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002,22.8,0,3,0,0.0,0.13,0.0,0.0,,5.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
ITA-Serie A,2425,Parma,Dennis Man,ROU,"FW,MF",25,1998,22.2,4,49,20,40.8,2.21,0.9,0.08,0.2,17.1,0,0,0,5.5,5.5,0.11,-1.5,-1.5
ITA-Serie A,2425,Parma,Drissa Camara,CIV,"MF,FW",22,2002,5.0,0,15,5,33.3,3.02,1.01,0.0,0.0,19.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2
ITA-Serie A,2425,Parma,Emanuele Valeri,ITA,DF,25,1998,31.9,2,26,4,15.4,0.81,0.13,0.04,0.25,24.4,1,1,1,1.8,1.0,0.04,0.2,0.0
ITA-Serie A,2425,Parma,Enrico Del Prato,ITA,DF,24,1999,32.7,4,12,5,41.7,0.37,0.15,0.33,0.8,12.0,0,0,0,2.0,2.0,0.17,2.0,2.0
ITA-Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,25,1999,3.0,1,9,4,44.4,2.99,1.33,0.11,0.25,17.6,0,0,0,1.3,1.3,0.15,-0.3,-0.3
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17,2006,13.3,1,2,1,50.0,0.15,0.08,0.5,1.0,9.6,0,0,0,0.1,0.1,0.07,0.9,0.9
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30,1994,14.7,3,17,3,17.6,1.15,0.2,0.0,0.0,33.1,7,3,3,2.8,0.5,0.03,0.2,-0.5
ITA-Serie A,2425,Parma,Jacob Ondrejka,SWE,"MF,FW",21,2002,4.7,5,14,10,71.4,2.99,2.13,0.36,0.5,19.9,2,0,0,1.3,1.3,0.09,3.7,3.7
ITA-Serie A,2425,Parma,Lautaro Valenti,ARG,DF,25,1999,17.3,1,7,2,28.6,0.4,0.12,0.14,0.5,22.1,0,0,0,0.2,0.2,0.04,0.8,0.8
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Parma,Mandela Keita,BEL,MF,22,2002,20.3,0,5,4,80.0,0.25,0.2,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,23,2001,8.2,3,22,9,40.9,2.69,1.1,0.14,0.33,12.9,0,0,0,3.3,3.3,0.15,-0.3,-0.3
ITA-Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005,0.6,0,1,0,0.0,1.61,0.0,0.0,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4
ITA-Serie A,2425,Parma,Mathias Løvik,NOR,"DF,FW",20,2003,1.0,0,1,0,0.0,0.98,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Parma,Matteo Cancellieri,ITA,"FW,MF",22,2002,15.8,3,22,7,31.8,1.39,0.44,0.14,0.43,17.6,0,0,0,2.7,2.7,0.12,0.3,0.3
ITA-Serie A,2425,Parma,Milan Đurić,BIH,FW,34,1990,3.0,1,5,1,20.0,1.68,0.34,0.2,1.0,12.8,0,0,0,0.3,0.3,0.05,0.7,0.7
ITA-Serie A,2425,Parma,Mohamed Haj,TUN,MF,19,2005,5.0,1,7,3,42.9,1.39,0.6,0.14,0.33,16.7,0,0,0,0.6,0.6,0.09,0.4,0.4
ITA-Serie A,2425,Parma,Nahuel Estévez,ARG,MF,28,1995,7.3,0,5,1,20.0,0.68,0.14,0.0,0.0,25.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,12.4,1,26,9,34.6,2.1,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1
ITA-Serie A,2425,Parma,Simon Sohm,SUI,MF,23,2001,33.2,4,34,13,38.2,1.02,0.39,0.12,0.31,18.8,0,0,0,3.1,3.1,0.09,0.9,0.9
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"FW,MF",24,2000,14.3,0,31,11,35.5,2.17,0.77,0.0,0.0,22.1,5,0,0,2.4,2.4,0.08,-2.4,-2.4
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25,1999,12.0,0,3,0,0.0,0.25,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
